"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"ARRY","Array BioPharma Inc.","3.47","293412790","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","Arris Group Inc","11.11","1278638790","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"AROW","Arrow Financial Corporation","24.03","285500430","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Research Corporation","6.75","71084250","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","18.91","145833920","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTC","ArthroCare Corporation","25.25","696647500","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/artc",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","7.1899","28968107.1","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ARUN","Aruba Networks, Inc.","21.43","2340477450","n/a","2007","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/arun",
"ASBB","ASB Bancorp, Inc.","13","72605000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"ASNA","Ascena Retail Group, Inc.","21.26","3257435940","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASCMA","Ascent Capital Group, Inc.","46.04","620987520","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"ASTI","Ascent Solar Technologies, Inc.","0.66","25709640","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asti",
"AERL","Asia Entertainment & Resources Ltd","6.08","235928320","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/aerl",
"APWC","Asia Pacific Wire & Cable Corporation Limited","3.29","45503990","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASIA","AsiaInfo-Linkage, Inc.","12.26","888825480","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/asia",
"ASMI","ASM International N.V.","38.65","2141751100","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asmi",
"ASML","ASML Holding N.V.","48.91","20232550790","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"AZPN","Aspen Technology, Inc.","20.02","1875934060","n/a","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"APPY","AspenBio Pharma, Inc.","0.7","6743100","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/appy",
"AACC","Asset Acceptance Capital Corp.","4.89","150049650","n/a","2004","Finance","Finance Companies","http://www.nasdaq.com/symbol/aacc",
"ASBC","Associated Banc-Corp","13.53","2354003520","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asbc",
"ASBCW","Associated Banc-Corp","1.75","6970250","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asbcw",
"ASFI","Asta Funding, Inc.","8.06","118006460","n/a","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ATEA","Astea International, Inc.","3.33","11878110","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atea",
"ASTE","Astec Industries, Inc.","35.76","811358640","n/a","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ASTX","Astex Pharmaceuticals, Inc.","1.73","160685860","n/a","1993","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/astx",
"ALOT","Astro-Med, Inc.","8.348","60907008","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ATRO","Astronics Corporation","30.12","276652200","n/a","1972","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ASTC","Astrotech Corporation","0.93","18049440","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","6.66","20586060","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ATAI","ATA Inc.","6.98","159597700","n/a","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATHN","athenahealth, Inc.","71.61","2539004160","n/a","1991","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"AFCB","Athens Bancshares Corporation","14.98","40086480","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/afcb",
"ATHX","Athersys, Inc.","1.4","41157200","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"AAME","Atlantic American Corporation","2.93","62332820","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACFC","Atlantic Coast Federal Corporation","2.25","5917500","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"ATNI","Atlantic Tele-Network, Inc.","34.22","527227540","n/a","1991","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"AAWW","Atlas Air Worldwide Holdings","47.42","1247383100","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"ATML","Atmel Corporation","9.205","4150893495","n/a","1991","Technology","Semiconductors","http://www.nasdaq.com/symbol/atml",
"ATMI","ATMI Inc.","23.38","741800640","n/a","1993","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/atmi",
"ATPG","ATP Oil & Gas Corporation","6.8","351009200","n/a","2001","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/atpg",
"ATRC","AtriCure, Inc.","8.66","140707680","n/a","1979","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","ATRION Corporation","216.5","436464000","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"AUBN","Auburn National Bancorporation, Inc.","22.87","83315410","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"AUDC","AudioCodes Ltd.","2.7","111248100","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AAC","Australia Acquisition Corp.","9.92","84647360","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/aac",
"AACOU","Australia Acquisition Corp.","10.19","65216000","n/a","2010","Finance","Business Services","http://www.nasdaq.com/symbol/aacou",
"AACOW","Australia Acquisition Corp.","0.355","5112000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/aacow",
"AUTH","AuthenTec, Inc.","3.23","141835760","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/auth",
"ADAT","Authentidate Holding Corp.","0.661","35563122","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adat",
"ABTL","Autobytel Inc.","0.93","42893460","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","40.46","9139914000","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","54.98","26971868480","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AMAP","AutoNavi Holdings Limited","12.42","607971420","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amap",
"AUXL","Auxilium Pharmaceuticals, Inc.","18.3","884054700","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auxl",
"AVGO","Avago Technologies Limited","38.145","9299407695","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/avgo",
"AVNR","Avanir Pharmaceuticals, Inc.","2.97","394104150","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avnr",
"AVEO","AVEO Pharmaceuticals, Inc.","10.85","469305900","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVII","AVI BioPharma, Inc.","1.1","149317300","n/a","1997","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avii",
"AVNW","Aviat Networks, Inc.","2.61","160081740","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","8.5","328142500","n/a","1993","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/avid",
"CAR","Avis Budget Group, Inc.","13","1371461000","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AWRE","Aware, Inc.","3.6","74520000","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","1.58","168230500","n/a","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXTI","AXT Inc","6.14","197339600","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"BCOM","B Communications Ltd.","7.95","237617550","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"BOSC","B.O.S. Better Online Solutions","0.9013","2511021.8","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BIDU","Baidu, Inc.","151.32","41024516520","n/a","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"BCPC","Balchem Corporation","29.4","851747400","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BWINA","Baldwin & Lyons, Inc.","23.2","60853600","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
"BWINB","Baldwin & Lyons, Inc.","21.33","260609940","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb",
"BLDP","Ballard Power Systems, Inc.","1.37","115834870","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp",
"BANF","BancFirst Corporation","42.5","642472500","n/a","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","28.36","28360000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
"BTFG","BancTrust Financial Group, Inc.","1.63","29312290","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/btfg",
"BKMU","Bank Mutual Corporation","3.82","176594780","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bkmu",
"BOCH","Bank of Commerce Holdings (CA)","4.29","72891390","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boch",
"BMRC","Bank of Marin Bancorp","37.32","198952920","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmrc",
"BKSC","Bank of South Carolina Corp.","11.11","49383950","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bksc",
"BOTJ","Bank of the James Financial Group, Inc.","5.4","18046800","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/botj",
"OZRK","Bank of the Ozarks","30.93","1068817080","n/a","1997","Finance","Major Banks","http://www.nasdaq.com/symbol/ozrk",
"BOVA","Bank Of Virginia","1.02","11554560","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bova",
"BBXT","BankAtlantic Bancorp, Inc.","32.5","65000000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bbxt",
"BFIN","BankFinancial Corporation","6.04","127280920","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfin",
"BANR","Banner Corporation","20.74","364049220","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banr",
"BBSI","Barrett Business Services, Inc.","20.57","203478440","n/a","1993","Technology","Professional Services","http://www.nasdaq.com/symbol/bbsi",
"BSET","Bassett Furniture Industries, Incorporated","9.75","109843500","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/bset",
"BV","Bazaarvoice, Inc.","19.04","1109632160","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bv",
"MSDXP","BB&T Corporation","26.75","21400000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msdxp",
"BBCN","BBCN Bancorp, Inc.","10.66","831309440","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbcn",
"BCBP","BCB Bancorp, Inc. (NJ)","10.34","101652540","n/a","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bcbp",
"BCDS","BCD Semiconductor Manufacturing Limited","5.78","106565860","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/bcds",
"BCSB","BCSB Bancorp, Inc.","12.84","40946760","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bcsb",
"BEAV","BE Aerospace, Inc.","44.81","4656924060","n/a","1990","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/beav",
"BFED","Beacon Federal Bancorp, Inc.","13.1","82150100","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfed",
"BECN","Beacon Roofing Supply, Inc.","25.24","1171211720","n/a","2004","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/becn",
"BBGI","Beasley Broadcast Group, Inc.","4.14","25167060","n/a","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/bbgi",
"BEBE","bebe stores, inc.","8.87","747093490","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/bebe",
"BBBY","Bed Bath & Beyond Inc.","70.14","16920994440","n/a","1992","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/bbby",
"BELFA","Bel Fuse Inc.","17.54","38149500","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/belfa",
"BELFB","Bel Fuse Inc.","16.72","161164080","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/belfb",
"BNCL","Beneficial Mutual Bancorp, Inc.","8.78","705912000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bncl",
"BNHN","Benihana Inc.","13.56","243049440","n/a","1987","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bnhn",
"BERK","Berkshire Bancorp, Inc.","6.7","96768100","n/a","1972","Finance","Major Banks","http://www.nasdaq.com/symbol/berk",
"BHLB","Berkshire Hills Bancorp, Inc.","22.6","478961800","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/bhlb",
"BGMD","BG Medicine, Inc.","7.43","144691820","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/bgmd",
"BGCP","BGC Partners, Inc.","6.94","655142940","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/bgcp",
"BGSCU","BGS Acquisition Corp.","9.85","44325000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/bgscu",
"BIDZ","Bidz.com, Inc.","0.5345","9823575.5","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bidz",
"BGFV","Big 5 Sporting Goods Corporation","7.92","174208320","n/a","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bgfv",
"BASI","Bioanalytical Systems, Inc.","1.35","9413550","n/a","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/basi",
"BIOC","BioClinica, Inc","5.84","91372640","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/bioc",
"BCRX","BioCryst Pharmaceuticals, Inc.","4.17","188538210","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bcrx",
"BIOD","Biodel Inc.","0.55","21232750","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/biod",
"BDSI","BioDelivery Sciences International, Inc.","2.835","83808270","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bdsi",
"BIOF","BioFuel Energy Corp.","0.59","61532280","n/a","2007","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/biof",
"BIIB","Biogen Idec Inc.","125.5","29959987500","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/biib",
